video_id,quality,rendition,type,width,height,public_name,fps,size,size_short,link
817360726,hd,1080p,video/mp4,1920,1080,1080p,25,303331406,289.28MB,https://player.vimeo.com/progressive_redirect/playback/817360726/rendition/1080p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=8bf68c634c511acc97905b9adb9998c1ebd1239613be5649d224c07377a83c9a
817360726,sd,360p,video/mp4,640,360,360p,25,147398948,140.57MB,https://player.vimeo.com/progressive_redirect/playback/817360726/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=3acfa85b8ed4faaddc64c2e53c2fc7c965116d21da4860be373edb5e8fff12da
817360726,hd,720p,video/mp4,1280,720,720p,25,233318372,222.51MB,https://player.vimeo.com/progressive_redirect/playback/817360726/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=f9b79030d0db2ac87bf23096b3b55f49fc623a3d4d948348e9bfa3e34e63aa8f
817360726,hls,adaptive,video/mp4,,,540p,25,192988618,184.05MB,https://player.vimeo.com/external/817360726.m3u8?s=0788c564e0678a57c3c6ac15db7d96bd34d45d2d&oauth2_token_id=1643955558
817595139,hd,720p,video/mp4,1366,718,720p,25,122772214,117.08MB,https://player.vimeo.com/progressive_redirect/playback/817595139/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=05a1d69b7016ccfc19f2ad04f6e61c265a04b3e1bb5798d57657240361cbe34a
817595139,sd,240p,video/mp4,426,224,240p,25,72863384,69.49MB,https://player.vimeo.com/progressive_redirect/playback/817595139/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=d410dbd73bd8489751041759e38d2c1d3ea138627608d0cb675b2f4b68835bdc
817595139,sd,540p,video/mp4,960,504,540p,25,99337224,94.74MB,https://player.vimeo.com/progressive_redirect/playback/817595139/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=41a54b189b79fe698268d9feca0c13f87c09a57a034b7a9a645d4f767e1068eb
817595139,sd,360p,video/mp4,640,336,360p,25,82852198,79.01MB,https://player.vimeo.com/progressive_redirect/playback/817595139/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=bcc88d96a4656ea87c750f6f5a4063a9ce19d0d45fb4b7b2ce33eab6b5c2ed11
817595139,hd,1080p,video/mp4,1920,1008,1080p,25,147223151,140.4MB,https://player.vimeo.com/progressive_redirect/playback/817595139/rendition/1080p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=fcee288e4bc7bdeca78bbd20982e282e626c8f76e0ff2eac2b75fd0197120164
817595139,hls,adaptive,video/mp4,,,720p,25,122772214,117.08MB,https://player.vimeo.com/external/817595139.m3u8?s=877f477d86047288e67e8ca77543d669cecafc67&oauth2_token_id=1643955558
817646036,sd,540p,video/mp4,960,540,540p,30,140928258,134.4MB,https://player.vimeo.com/progressive_redirect/playback/817646036/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=a01c5601541d9f5a41fe092ec4e34eff3aed1ee25f394eebb4dba6053d4365ff
817646036,sd,240p,video/mp4,426,240,240p,30,71545861,68.23MB,https://player.vimeo.com/progressive_redirect/playback/817646036/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=132519e197f0d7db57c5a3aff25fef6c31a197e26f165460bbbf7551f0e0d653
817646036,sd,360p,video/mp4,640,360,360p,30,96181051,91.73MB,https://player.vimeo.com/progressive_redirect/playback/817646036/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=ea68f4aec350cc0e582189570c2bb23f65cdfc0679f296c27da66a73c5390478
817646036,hls,adaptive,video/mp4,,,540p,30,140928258,134.4MB,https://player.vimeo.com/external/817646036.m3u8?s=42834e65bcd8b00579d62d9078d5703061850da9&oauth2_token_id=1643955558
817861283,sd,540p,video/mp4,960,540,540p,30,142184947,135.6MB,https://player.vimeo.com/progressive_redirect/playback/817861283/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=89cb95c9dbacfa1f1cbf63f5bd03d90549e82bbe65c87613fa86b8e42d22fbfa
817861283,sd,360p,video/mp4,640,360,360p,30,94925272,90.53MB,https://player.vimeo.com/progressive_redirect/playback/817861283/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=75d16ba7c7014567a002f371734ef849ec77276dd201278d6f50bb600f7a07f7
817861283,sd,240p,video/mp4,426,240,240p,30,69181018,65.98MB,https://player.vimeo.com/progressive_redirect/playback/817861283/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=6992cecd515e720652018a50e805c8ab849274f633791c75de2e3bc6c04a94f8
817861283,hls,adaptive,video/mp4,,,540p,30,142184947,135.6MB,https://player.vimeo.com/external/817861283.m3u8?s=260c3a6dddecdf9ffc42cee072bbd8f5817550c8&oauth2_token_id=1643955558
