video_id,quality,rendition,type,width,height,public_name,fps,size,size_short,link,created_at
880485870,hd,720p,video/mp4,1280,720,720p,30,53791820,51.3MB,https://player.vimeo.com/progressive_redirect/playback/880485870/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=f509046284ba6a266e452d5232304248025748639a05b816eb2c073a1dfe7b54,2023-11-02T11:56:52+00:00
880485870,sd,540p,video/mp4,960,540,540p,30,45102960,43.01MB,https://player.vimeo.com/progressive_redirect/playback/880485870/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=96c8919aeca66eef9f0a3455b14f3c960fd5edbdc443515cf8b0b644d3a64878,2023-11-02T11:56:37+00:00
880485870,sd,360p,video/mp4,640,360,360p,30,34469012,32.87MB,https://player.vimeo.com/progressive_redirect/playback/880485870/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=c577e08221e5053a9bf29f3f1195fcad58fa5bbfdf99cf7af13c35ea740947e2,2023-11-02T11:56:41+00:00
880485870,sd,240p,video/mp4,426,240,240p,30,28491496,27.17MB,https://player.vimeo.com/progressive_redirect/playback/880485870/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=f63f86928b5d76cd3adc8219ff85ef1dabfb8d103a950834023d65facd0258d2,2023-11-02T11:56:44+00:00
880485870,hls,adaptive,video/mp4,,,720p,30,53791820,51.3MB,https://player.vimeo.com/external/880485870.m3u8?s=5797e77a335548648216783ec1271d747b973b85&oauth2_token_id=1643955558,2023-11-02T11:56:52+00:00
880889616,hd,720p,video/mp4,1280,720,720p,30,2509245197,2.34GB,https://player.vimeo.com/progressive_redirect/playback/880889616/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=018db528af7f455041dcea850d940e05c4401086edb6a30b718162d38018abf4,2023-11-03T16:10:22+00:00
880889616,sd,360p,video/mp4,640,360,360p,30,579133156,552.3MB,https://player.vimeo.com/progressive_redirect/playback/880889616/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=85eb143f673f89db64f2ba2399ceafc3fc724c64340050a1e08f765625884f54,2023-11-03T16:09:30+00:00
880889616,sd,540p,video/mp4,960,540,540p,30,1607783331,1.5GB,https://player.vimeo.com/progressive_redirect/playback/880889616/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=f7d2ea87bf75f6598f7dba83fea67c06802722640f43ba215928851b58449288,2023-11-03T16:10:12+00:00
880889616,sd,240p,video/mp4,426,240,240p,30,329552406,314.29MB,https://player.vimeo.com/progressive_redirect/playback/880889616/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=f76413ebce334047d99c6941b3277fdc0ef44abc00ee9f9e69d9f4a11b61024c,2023-11-03T16:09:30+00:00
880889616,hls,adaptive,video/mp4,,,720p,30,2509245197,2.34GB,https://player.vimeo.com/external/880889616.m3u8?s=c0990cd46e87b8ab48f8208de9041cfcb06872f4&oauth2_token_id=1643955558,2023-11-03T16:10:22+00:00
881160392,sd,360p,video/mp4,640,360,360p,30,328184464,312.98MB,https://player.vimeo.com/progressive_redirect/playback/881160392/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=f82d19fbfd6bbe30038f3d828eedb9357658626054724aa0416bb3f422c137ef,2023-11-04T13:11:19+00:00
881160392,hd,1080p,video/mp4,1920,1080,1080p,30,2640526216,2.46GB,https://player.vimeo.com/progressive_redirect/playback/881160392/rendition/1080p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=d38d4cad0dd69a52a9d035740da162efbe5c82d3d723b419381c368f39e17ffa,2023-11-04T13:12:02+00:00
881160392,sd,240p,video/mp4,426,240,240p,30,186821273,178.17MB,https://player.vimeo.com/progressive_redirect/playback/881160392/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=75107af23e85a24e343f266648fb549c70fbecbf97af7b66975ec89cdca631d0,2023-11-04T13:11:17+00:00
881160392,hd,720p,video/mp4,1280,720,720p,30,1416534542,1.32GB,https://player.vimeo.com/progressive_redirect/playback/881160392/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=d680f74627d70ed85a26034530cc7c7c4f39fcaf7db66849f28e1ffb3001b7f8,2023-11-04T13:12:06+00:00
881160392,sd,540p,video/mp4,960,540,540p,30,910668230,868.48MB,https://player.vimeo.com/progressive_redirect/playback/881160392/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=cfecde40aa64b63f36e5dd70a09e83f9367280745cf0a7fbbd3a6548949026c7,2023-11-04T13:11:24+00:00
881160392,hls,adaptive,video/mp4,,,360p,30,328184464,312.98MB,https://player.vimeo.com/external/881160392.m3u8?s=ad663ac66ac6c3ad736cd7267512960ccf0dcd3e&oauth2_token_id=1643955558,2023-11-04T13:11:19+00:00
881179512,sd,360p,video/mp4,640,360,360p,30,476688151,454.61MB,https://player.vimeo.com/progressive_redirect/playback/881179512/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=4317d79ff1cbcb2fe3b21402697c41bc283093bbd852a7d1805b8bb84aabdd01,2023-11-04T16:23:39+00:00
881179512,sd,540p,video/mp4,960,540,540p,30,1037419371,989.36MB,https://player.vimeo.com/progressive_redirect/playback/881179512/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=671b068c6d61cae5e7f3f0de424fb95286f1938254973e7edc2a8c6069c4dd65,2023-11-04T16:23:58+00:00
881179512,sd,240p,video/mp4,426,240,240p,30,264676371,252.42MB,https://player.vimeo.com/progressive_redirect/playback/881179512/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=7af1d929b7fc155d7bfe1e7a7a576948ce21b9f248b6d0ed3654a06e130e3efa,2023-11-04T16:23:33+00:00
881179512,hd,1080p,video/mp4,1920,1080,1080p,30,2189411250,2.04GB,https://player.vimeo.com/progressive_redirect/playback/881179512/rendition/1080p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=6069d7daefa4954ed9cc528e6821444b8545803df089db74fd907b7666106527,2023-11-04T16:24:14+00:00
881179512,hd,720p,video/mp4,1280,720,720p,30,1468185247,1.37GB,https://player.vimeo.com/progressive_redirect/playback/881179512/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=625411eb34a8d89d89007e217bbeeefbf3820dc1b5d429ee9f4daced5d0eb645,2023-11-04T16:23:53+00:00
881179512,hls,adaptive,video/mp4,,,360p,30,476688151,454.61MB,https://player.vimeo.com/external/881179512.m3u8?s=fd7e0dedaf1fe804ddd199b97c538f0764ded27e&oauth2_token_id=1643955558,2023-11-04T16:23:39+00:00
881378823,sd,540p,video/mp4,960,540,540p,30,780785420,744.62MB,https://player.vimeo.com/progressive_redirect/playback/881378823/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=7e8ea2e3e3fa34783b9fd33def5d04d60002812ce1d30f3919a7b551d02ed67d,2023-11-05T13:01:45+00:00
881378823,sd,360p,video/mp4,640,360,360p,30,281351855,268.32MB,https://player.vimeo.com/progressive_redirect/playback/881378823/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=a25151cfe0585b91f0f7fe24cc90d58ba253fe4da7319cb6f955e7e622c5acfd,2023-11-05T13:01:30+00:00
881378823,hd,1080p,video/mp4,1920,1080,1080p,30,2306238667,2.15GB,https://player.vimeo.com/progressive_redirect/playback/881378823/rendition/1080p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=531e601321921c031875832d013999f3a31d9f45a7677ba79f156e2a09047118,2023-11-05T13:02:25+00:00
881378823,hd,720p,video/mp4,1280,720,720p,30,1220340388,1.14GB,https://player.vimeo.com/progressive_redirect/playback/881378823/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=c1c408f093a9f9235d44d8acb99cbb725148d0ee210b8657f9269e5e387ce1c9,2023-11-05T13:01:49+00:00
881378823,sd,240p,video/mp4,426,240,240p,30,160124215,152.71MB,https://player.vimeo.com/progressive_redirect/playback/881378823/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=380637bdfc719838a70f673f6ba2d9e0b44f1f43d7d435e2d4184ce5d11ec753,2023-11-05T13:01:26+00:00
881378823,hls,adaptive,video/mp4,,,540p,30,780785420,744.62MB,https://player.vimeo.com/external/881378823.m3u8?s=9e36ad84a4caa69f55e928ef3310814c3905b114&oauth2_token_id=1643955558,2023-11-05T13:01:45+00:00
881398522,hd,720p,video/mp4,1280,720,720p,30,38912999,37.11MB,https://player.vimeo.com/progressive_redirect/playback/881398522/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=76429a79f78359019be9728a5c6db8845868c0176fb1d778082c344b475a3563,2023-11-05T14:16:34+00:00
881398522,sd,360p,video/mp4,640,360,360p,30,24743453,23.6MB,https://player.vimeo.com/progressive_redirect/playback/881398522/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=91dc0b865c093c08d5c7f68f32290d077aaae805bf90098cb02d4f55127080aa,2023-11-05T14:16:17+00:00
881398522,sd,240p,video/mp4,426,240,240p,30,20620561,19.67MB,https://player.vimeo.com/progressive_redirect/playback/881398522/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=25dcf4d6ddf062123d59036c1410031ab124505b453f2d5c6e765b795ae1a7e7,2023-11-05T14:16:43+00:00
881398522,sd,540p,video/mp4,960,540,540p,30,32500578,30.99MB,https://player.vimeo.com/progressive_redirect/playback/881398522/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=0987858f192dcb7fc6d1d7b15dbb24d7fa3744e3fce58e35a484cc60f35385ea,2023-11-05T14:15:27+00:00
881398522,hls,adaptive,video/mp4,,,720p,30,38912999,37.11MB,https://player.vimeo.com/external/881398522.m3u8?s=1b8f5ef141fa4d6ef2b325244f89f1669da7532d&oauth2_token_id=1643955558,2023-11-05T14:16:34+00:00
882040327,sd,360p,video/mp4,640,360,360p,30,97943632,93.41MB,https://player.vimeo.com/progressive_redirect/playback/882040327/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=6227ba372b7d4e1dba93ed90da3e73ee101c57ce836993ade55d006b51c62700,2023-11-07T12:43:41+00:00
882040327,hd,720p,video/mp4,1280,720,720p,30,246675765,235.25MB,https://player.vimeo.com/progressive_redirect/playback/882040327/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=4e8252461c010d05e6248aed8d4bcb9c63f3af7c5a32a6f449785da8a7595e03,2023-11-07T12:43:44+00:00
882040327,sd,240p,video/mp4,426,240,240p,30,51971940,49.56MB,https://player.vimeo.com/progressive_redirect/playback/882040327/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=9551197b510fb25aab4a7ca65ded4f67b82843aeb750e84542c71973583de114,2023-11-07T12:43:40+00:00
882040327,sd,540p,video/mp4,960,540,540p,30,193882890,184.9MB,https://player.vimeo.com/progressive_redirect/playback/882040327/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=5f36139361e68367907d4f78fc2306c7f7543792e2e75a584b61d2b2fb8d64b5,2023-11-07T12:43:47+00:00
882040327,hls,adaptive,video/mp4,,,360p,30,97943632,93.41MB,https://player.vimeo.com/external/882040327.m3u8?s=f2a3af724da1c6e9d9212297d23c1b3770c894f2&oauth2_token_id=1643955558,2023-11-07T12:43:41+00:00
882069156,sd,540p,video/mp4,960,540,540p,30,1318219813,1.23GB,https://player.vimeo.com/progressive_redirect/playback/882069156/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=ff1d9548593b547a6f508e7573a61ed4cbe86289c45b27e9c516116d97906f1d,2023-11-07T15:44:22+00:00
882069156,sd,240p,video/mp4,426,240,240p,30,270515926,257.98MB,https://player.vimeo.com/progressive_redirect/playback/882069156/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=be2ce84e9e790146f1ce04add6e31ac721d1452bde021ca00e601075c584159d,2023-11-07T15:43:58+00:00
882069156,hd,720p,video/mp4,1280,720,720p,30,2055531247,1.91GB,https://player.vimeo.com/progressive_redirect/playback/882069156/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=7367dfc4c9ed2d6cd76728ccbbfa2199945efa7ab6015a3bbfdcea1b4851d9cb,2023-11-07T15:44:25+00:00
882069156,sd,360p,video/mp4,640,360,360p,30,475168848,453.16MB,https://player.vimeo.com/progressive_redirect/playback/882069156/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=fa6966b63bc538444709b8f5487dd4a6e7889e5d5b7c1ace0d6c305ee67e7738,2023-11-07T15:44:02+00:00
882069156,hls,adaptive,video/mp4,,,540p,30,1318219813,1.23GB,https://player.vimeo.com/external/882069156.m3u8?s=acd30a2471217efca7daae92441c497725086452&oauth2_token_id=1643955558,2023-11-07T15:44:22+00:00
882447605,sd,360p,video/mp4,640,360,360p,30,385404478,367.55MB,https://player.vimeo.com/progressive_redirect/playback/882447605/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=e1a33735beb77013c3ea50554e2b8afeb6f19357210c2913614b1128b05c9615,2023-11-08T13:23:22+00:00
882447605,sd,540p,video/mp4,960,540,540p,30,1069505488,"1,019.96MB",https://player.vimeo.com/progressive_redirect/playback/882447605/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=34978e98dcf8d710ffbb6b71501badf490ac91586d956f7af9c3eafc24ebdaf1,2023-11-08T13:23:26+00:00
882447605,hd,720p,video/mp4,1280,720,720p,30,1669876131,1.56GB,https://player.vimeo.com/progressive_redirect/playback/882447605/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=589d7ec3ab664ef51526ad35a1faf7c9a52baa8067e818091159ab31e49ea840,2023-11-08T13:24:04+00:00
882447605,sd,240p,video/mp4,426,240,240p,30,219350057,209.19MB,https://player.vimeo.com/progressive_redirect/playback/882447605/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=9777e0846b6d462bb7eab397257b9a3c138cdb0e9f9b08cb15705e3b5a9b857d,2023-11-08T13:23:19+00:00
882447605,hls,adaptive,video/mp4,,,360p,30,385404478,367.55MB,https://player.vimeo.com/external/882447605.m3u8?s=a2f2ec3dfe834a059457677e4e0e4a7e0622bb9a&oauth2_token_id=1643955558,2023-11-08T13:23:22+00:00
882889259,hd,720p,video/mp4,1280,720,720p,30,136498054,130.17MB,https://player.vimeo.com/progressive_redirect/playback/882889259/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=2b6a4e6c42322a8dec358a27397f7fd36a7bb662fbf049a3b36ba058874079f7,2023-11-09T14:12:53+00:00
882889259,hd,1080p,video/mp4,1920,1080,1080p,30,216224589,206.21MB,https://player.vimeo.com/progressive_redirect/playback/882889259/rendition/1080p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=cc6ec0badf255ed342b1b300651ea55d5a3edf484a22fbf7a0b60fc695baebf4,2023-11-09T14:13:01+00:00
882889259,sd,540p,video/mp4,960,540,540p,30,96500237,92.03MB,https://player.vimeo.com/progressive_redirect/playback/882889259/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=7fb9f43c58a78d4937e0a2eb5102efa24bf0ec07bb5b86340a2fdd6995a3df99,2023-11-09T14:12:54+00:00
882889259,sd,240p,video/mp4,426,240,240p,30,21950517,20.93MB,https://player.vimeo.com/progressive_redirect/playback/882889259/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=fb64846c2488cbcc8071123fe23e571074f22044dbfd5eb113d71159a58cbe90,2023-11-09T14:12:52+00:00
882889259,sd,360p,video/mp4,640,360,360p,30,40432673,38.56MB,https://player.vimeo.com/progressive_redirect/playback/882889259/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=1edc75579eed40a66b2a2fd3851294868a4925d1a9aa659b1e4b8cf092bbb0d2,2023-11-09T14:12:54+00:00
882889259,hls,adaptive,video/mp4,,,720p,30,136498054,130.17MB,https://player.vimeo.com/external/882889259.m3u8?s=05b697794f35377ead06c528065e4250215e560d&oauth2_token_id=1643955558,2023-11-09T14:12:53+00:00
883276524,hd,720p,video/mp4,1280,720,720p,30,2606237514,2.43GB,https://player.vimeo.com/progressive_redirect/playback/883276524/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=7bb5e03c33eab0812788c2e0510adc3864302fca26eff0a8f8bf107d4fff49f7,2023-11-10T16:14:01+00:00
883276524,sd,360p,video/mp4,640,360,360p,30,602132044,574.24MB,https://player.vimeo.com/progressive_redirect/playback/883276524/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=8f8bb2147292b6fda55600e782247addd5e8b3f7a33a8595fa921b03336f924f,2023-11-10T16:13:00+00:00
883276524,sd,240p,video/mp4,426,240,240p,30,342738620,326.86MB,https://player.vimeo.com/progressive_redirect/playback/883276524/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=0693d57d9e4d0ae43a8b6c959e709293f894d490bb116da9ada1427210acefe2,2023-11-10T16:13:02+00:00
883276524,sd,540p,video/mp4,960,540,540p,30,1670346995,1.56GB,https://player.vimeo.com/progressive_redirect/playback/883276524/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=61d1b10b04f6c7976ad232b1f8af2e6ed09cb414e460866dbfd80365c9210d13,2023-11-10T16:13:38+00:00
883276524,hls,adaptive,video/mp4,,,720p,30,2606237514,2.43GB,https://player.vimeo.com/external/883276524.m3u8?s=fec01b9b4e913e6f4863ad87240e624f82015724&oauth2_token_id=1643955558,2023-11-10T16:14:01+00:00
883530194,sd,540p,video/mp4,960,540,540p,30,1498989307,1.4GB,https://player.vimeo.com/progressive_redirect/playback/883530194/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=f97fa1e5aff4344ba27af095793b4d84c3dac28cffbeb5cdcbf352f060ef4b97,2023-11-11T15:39:54+00:00
883530194,sd,360p,video/mp4,640,360,360p,30,712449413,679.44MB,https://player.vimeo.com/progressive_redirect/playback/883530194/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=116c395d95dfcbd7efe8eeff86c7d095fccb455f32965f159d794c7c9484c5c0,2023-11-11T15:39:30+00:00
883530194,hd,720p,video/mp4,1280,720,720p,30,2030044680,1.89GB,https://player.vimeo.com/progressive_redirect/playback/883530194/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=fc8733b66381701f6832ac8fad7bb71e31625bdd597975bf2f67a1e9e76ab5a2,2023-11-11T15:40:09+00:00
883530194,sd,240p,video/mp4,426,240,240p,30,388980414,370.96MB,https://player.vimeo.com/progressive_redirect/playback/883530194/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=5c1d44e72e119d89d3a46cc424517aa140912b7b4b225585747c35c0185cd380,2023-11-11T15:39:30+00:00
883530194,hls,adaptive,video/mp4,,,540p,30,1498989307,1.4GB,https://player.vimeo.com/external/883530194.m3u8?s=7d698848deeb0f4613f81aef6f8f4eb6539b8646&oauth2_token_id=1643955558,2023-11-11T15:39:54+00:00
883695716,sd,240p,video/mp4,426,240,240p,30,183848863,175.33MB,https://player.vimeo.com/progressive_redirect/playback/883695716/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=e94fbf7ece520055f2a33b83b781618792ff7109d89e0df8ee73cd5ad76b778b,2023-11-12T13:09:49+00:00
883695716,hd,720p,video/mp4,1280,720,720p,30,1402880177,1.31GB,https://player.vimeo.com/progressive_redirect/playback/883695716/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=b77c4dbda0cabaf3ee637a9f77905adf315eeb078b8dc93d34f462606afb3b4b,2023-11-12T13:10:13+00:00
883695716,sd,540p,video/mp4,960,540,540p,30,897226600,855.66MB,https://player.vimeo.com/progressive_redirect/playback/883695716/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=f8352a6a2279d2dfecb6e72b27df9554cb40e4b059b5f978676e2217bb2aad92,2023-11-12T13:09:54+00:00
883695716,sd,360p,video/mp4,640,360,360p,30,323169147,308.2MB,https://player.vimeo.com/progressive_redirect/playback/883695716/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=a36b6402428b7a532df07905130ea780f59013bc512dd5fa473fa5f84906f1bf,2023-11-12T13:09:51+00:00
883695716,hls,adaptive,video/mp4,,,240p,30,183848863,175.33MB,https://player.vimeo.com/external/883695716.m3u8?s=c0a0b077bbd5da0f537b5ac7b8ceaf2bafd802b8&oauth2_token_id=1643955558,2023-11-12T13:09:49+00:00
883710867,source,source,video/mp4,1920,1080,source,29.999675805353533,168740034,160.92MB,https://player.vimeo.com/progressive_redirect/playback/883710867/rendition/source/file.mp4?loc=external&oauth2_token_id=1643955558&signature=ee663cc457659cfdea0a9d22788e2fcc6991179c39f9db08a0fa2a87f648befe,2023-11-12T14:18:21+00:00
883710867,sd,360p,video/mp4,640,360,360p,30,31018892,29.58MB,https://player.vimeo.com/progressive_redirect/playback/883710867/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=f3357840cc2bc7246009af6c4716130de8ff1ac0985c80f18ec1fc4e0e9b80bd,2023-11-12T14:20:48+00:00
883710867,sd,540p,video/mp4,960,540,540p,30,39930030,38.08MB,https://player.vimeo.com/progressive_redirect/playback/883710867/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=3e519780b135b15feb5efbc5ca27f3a3b83dbf42921d59c199d0fea3bbc25f55,2023-11-12T14:22:12+00:00
