video_id,quality,rendition,type,width,height,public_name,fps,size,size_short,link,created_at
875199133,sd,240p,video/mp4,426,240,240p,30,166614380,158.9MB,https://player.vimeo.com/progressive_redirect/playback/875199133/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=b8e9d8634e8eea064330ebf77c8aed7f0397a8378bcc1ceba3ad2e7c0d58d56a,2023-10-17T16:04:21+00:00
875199133,sd,540p,video/mp4,960,540,540p,30,633065534,603.74MB,https://player.vimeo.com/progressive_redirect/playback/875199133/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=1daac55aac328d3307a37eccdaef67690b562994bb6cf8a1e12df70a06efb247,2023-10-17T16:04:33+00:00
875199133,hd,720p,video/mp4,1280,720,720p,30,885372907,844.36MB,https://player.vimeo.com/progressive_redirect/playback/875199133/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=5a2bbbdab6ca3ede661be0468f9eb10e1d7e99b7e163b642e7e63c47823d0050,2023-10-17T16:04:31+00:00
875199133,sd,360p,video/mp4,640,360,360p,30,303365626,289.31MB,https://player.vimeo.com/progressive_redirect/playback/875199133/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=a5dc1ee113af4dcbf0cd9e09869b3336c8af7beea0bd23429c709456cc0baaff,2023-10-17T16:04:32+00:00
875199133,hd,1080p,video/mp4,1920,1080,1080p,30,1313345633,1.22GB,https://player.vimeo.com/progressive_redirect/playback/875199133/rendition/1080p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=d04398543068dfabe54ed5012db8f7d433fa1b8bb4f792386d328aba63f5f28f,2023-10-17T16:04:56+00:00
875199133,hls,adaptive,video/mp4,,,240p,30,166614380,158.9MB,https://player.vimeo.com/external/875199133.m3u8?s=390ddd7b565883f7eeb558ffb6cfc41ce15ccb6f&oauth2_token_id=1643955558,2023-10-17T16:04:21+00:00
875974579,sd,240p,video/mp4,426,240,240p,30,18216610,17.37MB,https://player.vimeo.com/progressive_redirect/playback/875974579/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=f863d51b69be929543573a3d376a18c014dca7ce4d307d25fe0159c1b3002cca,2023-10-19T13:14:07+00:00
875974579,sd,540p,video/mp4,960,540,540p,30,26588409,25.36MB,https://player.vimeo.com/progressive_redirect/playback/875974579/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=5df98781d1dfccdf565800f841c3de1860534460a3cc5d72429bd8dcbdee0201,2023-10-19T13:15:24+00:00
875974579,sd,360p,video/mp4,640,360,360p,30,21312562,20.33MB,https://player.vimeo.com/progressive_redirect/playback/875974579/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=4c32d63c9be5464c038065fc9750a69e9f517ff8303ce46b0ec4e172972dd6d8,2023-10-19T13:14:02+00:00
875974579,hd,720p,video/mp4,1280,720,720p,30,30812340,29.38MB,https://player.vimeo.com/progressive_redirect/playback/875974579/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=268be3bc517841e2c27f78bab43fef03e098b5208cec8a6f21a19f952e0c4046,2023-10-19T13:14:51+00:00
875974579,hls,adaptive,video/mp4,,,240p,30,18216610,17.37MB,https://player.vimeo.com/external/875974579.m3u8?s=d1dd9386b0109f450d0adf1a554767e44ea1ca08&oauth2_token_id=1643955558,2023-10-19T13:14:07+00:00
875970203,sd,360p,video/mp4,640,360,360p,30,318586334,303.83MB,https://player.vimeo.com/progressive_redirect/playback/875970203/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=54d26eb0665ac61f7e2704b4f53ba6323c50beb9df2211a1bd73dc2ce0175248,2023-10-19T14:40:23+00:00
875970203,sd,540p,video/mp4,960,540,540p,30,884002948,843.05MB,https://player.vimeo.com/progressive_redirect/playback/875970203/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=7591858219ed3120bc2bd2c2c606cbc58031c1a8cf8bfb720ae557bc5361a6cf,2023-10-19T14:40:23+00:00
875970203,sd,240p,video/mp4,426,240,240p,30,181308162,172.91MB,https://player.vimeo.com/progressive_redirect/playback/875970203/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=7b5e3db130c0fd968904052f4be8a294cacc653af8b39be99202c606c043b889,2023-10-19T14:40:18+00:00
875970203,hd,720p,video/mp4,1280,720,720p,30,1380820172,1.29GB,https://player.vimeo.com/progressive_redirect/playback/875970203/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=7f3947c500cfb2e5835a7fb428dc214661907ae915432f9fa12d29fdced4682c,2023-10-19T14:40:49+00:00
875970203,hls,adaptive,video/mp4,,,360p,30,318586334,303.83MB,https://player.vimeo.com/external/875970203.m3u8?s=de87ccc1017c8b7e52a5b0c0381c6fbca84fa4de&oauth2_token_id=1643955558,2023-10-19T14:40:23+00:00
876649959,sd,240p,video/mp4,426,240,240p,30,259459834,247.44MB,https://player.vimeo.com/progressive_redirect/playback/876649959/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=df352d157db286b130b2f1c3d460a4e57142dbfbd9a67480a9e111577bec82a5,2023-10-21T15:08:01+00:00
876649959,sd,540p,video/mp4,960,540,540p,30,1264986965,1.18GB,https://player.vimeo.com/progressive_redirect/playback/876649959/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=3e180501760e45b34af98eae1175f62f06b4cc7d09a73dd3081a10c2706ed321,2023-10-21T15:08:10+00:00
876649959,hd,720p,video/mp4,1280,720,720p,30,1973619121,1.84GB,https://player.vimeo.com/progressive_redirect/playback/876649959/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=8e3ba1fce70699f61e1e65a25f588411c18f1cdbda7af1a6231dcde4c4eaf915,2023-10-21T15:08:43+00:00
876649959,sd,360p,video/mp4,640,360,360p,30,455875109,434.76MB,https://player.vimeo.com/progressive_redirect/playback/876649959/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=9ab913ebbdc77c9ed787b0b3be006f1f6039eb3e72000370647b32ff4052d442,2023-10-21T15:08:03+00:00
876649959,hls,adaptive,video/mp4,,,240p,30,259459834,247.44MB,https://player.vimeo.com/external/876649959.m3u8?s=46c8ce6f3c4c0daf3bb205640ed2a1f4e73353c1&oauth2_token_id=1643955558,2023-10-21T15:08:01+00:00
876843379,sd,240p,video/mp4,426,240,240p,30,225467764,215.02MB,https://player.vimeo.com/progressive_redirect/playback/876843379/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=6e97805192c3737f069e471b4ec8c9cfe7eaa10aa059e97e61c3fb030950ae6e,2023-10-22T15:43:57+00:00
876843379,source,source,video/mp4,1920,1080,source,29.999335635531402,6569592343,6.12GB,https://player.vimeo.com/progressive_redirect/playback/876843379/rendition/source/file.mp4?loc=external&oauth2_token_id=1643955558&signature=398052d6823e566f514e1162645b49adbb503c2aaa93e61d16a96a9b9c2d82a1,2023-10-22T15:36:39+00:00
876843379,hd,1080p,video/mp4,1920,1080,1080p,30,1653881722,1.54GB,https://player.vimeo.com/progressive_redirect/playback/876843379/rendition/1080p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=b0e0de11ebe2ab7923c6fdcb0b23150df1554fea73021c620e4980fa907bea9f,2023-10-22T15:45:57+00:00
876843379,sd,540p,video/mp4,960,540,540p,30,605311898,577.27MB,https://player.vimeo.com/progressive_redirect/playback/876843379/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=32f10f3d6fe7f0ce81d4347dfe393bf11c3a7d9ec8bee46c1a4b6df391a44b32,2023-10-22T15:43:20+00:00
876843379,sd,360p,video/mp4,640,360,360p,30,356853394,340.32MB,https://player.vimeo.com/progressive_redirect/playback/876843379/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=2c2b2d491f73dbe574bab6fbfee5fdb192296dd37d2d8cff8fb718b97c39ee66,2023-10-22T15:43:17+00:00
876843379,hd,720p,video/mp4,1280,720,720p,30,863285805,823.29MB,https://player.vimeo.com/progressive_redirect/playback/876843379/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=cdcfdb9a53b4fa08fd5fd6493114af1805079cf447781373dc5472f0ec8cb45b,2023-10-22T15:45:44+00:00
876843379,hls,adaptive,video/mp4,,,240p,30,225467764,215.02MB,https://player.vimeo.com/external/876843379.m3u8?s=ffada5bd96fbf3c49a0d0c89da7f96c3d958c249&oauth2_token_id=1643955558,2023-10-22T15:43:57+00:00
876999010,sd,540p,video/mp4,960,540,540p,30,35113183,33.49MB,https://player.vimeo.com/progressive_redirect/playback/876999010/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=bb86d166a814377445f8608dd0dc8577b23651419ab47cc592e09b14f76e802a,2023-10-23T05:25:05+00:00
876999010,sd,360p,video/mp4,640,360,360p,30,27000110,25.75MB,https://player.vimeo.com/progressive_redirect/playback/876999010/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=0b8fb786733014068dc708870718b5ce63f55b32b95a7ecad95c90563e2975e6,2023-10-23T05:24:36+00:00
876999010,sd,240p,video/mp4,426,240,240p,30,22464703,21.42MB,https://player.vimeo.com/progressive_redirect/playback/876999010/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=653f4cabb4395277dd2732bd980eb687c762a564f310c21fc117872e2da200b8,2023-10-23T05:24:33+00:00
876999010,hd,720p,video/mp4,1280,720,720p,30,41853285,39.91MB,https://player.vimeo.com/progressive_redirect/playback/876999010/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=cc3722b269dc56a4f74d44676558f064ce4d9f1955f1cc4b43c13855bbbd3770,2023-10-23T05:24:08+00:00
876999010,hls,adaptive,video/mp4,,,540p,30,35113183,33.49MB,https://player.vimeo.com/external/876999010.m3u8?s=0d52fb96f74d2e5e43284f7d5dd45d6d7aea765c&oauth2_token_id=1643955558,2023-10-23T05:25:05+00:00
877133745,sd,240p,video/mp4,426,240,240p,30,260922633,248.84MB,https://player.vimeo.com/progressive_redirect/playback/877133745/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=c28262be18167fac472bf64309a9840d64294d0f24f7ce91d0eb776350d251b5,2023-10-23T16:55:10+00:00
877133745,hd,1080p,video/mp4,1920,1080,1080p,30,2151043035,2GB,https://player.vimeo.com/progressive_redirect/playback/877133745/rendition/1080p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=cd9913ff9c0632559a299510db71e2065a27f50943e3da581a6a261927e4c015,2023-10-23T16:55:31+00:00
877133745,hd,720p,video/mp4,1280,720,720p,30,1438638322,1.34GB,https://player.vimeo.com/progressive_redirect/playback/877133745/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=eb3d36469f04beb65360af83fa418197e00b96515e26ed00abc3e7c0dba84ae3,2023-10-23T16:55:35+00:00
877133745,sd,540p,video/mp4,960,540,540p,30,1025545577,978.04MB,https://player.vimeo.com/progressive_redirect/playback/877133745/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=522079a397c301f4e013918078ae2efa2af5b970693c13031631f4a3f85c47ea,2023-10-23T16:55:34+00:00
877133745,sd,360p,video/mp4,640,360,360p,30,477105337,455MB,https://player.vimeo.com/progressive_redirect/playback/877133745/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=94857c0c0ae4dbb031a9e68617d0b6be7229a39e22879ad76e4bf7953980955e,2023-10-23T16:55:11+00:00
877133745,hls,adaptive,video/mp4,,,240p,30,260922633,248.84MB,https://player.vimeo.com/external/877133745.m3u8?s=9b73586a788b8646071d834e40bf0ae666666552&oauth2_token_id=1643955558,2023-10-23T16:55:10+00:00
877479299,sd,240p,video/mp4,426,240,240p,30,49576885,47.28MB,https://player.vimeo.com/progressive_redirect/playback/877479299/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=12d2b342785d6ea043df77737fc930951ac123f37cdef46731c63f29c5922bc3,2023-10-24T14:04:18+00:00
877479299,sd,540p,video/mp4,960,540,540p,30,192194206,183.29MB,https://player.vimeo.com/progressive_redirect/playback/877479299/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=55e39fbd356ac7f631cf862b14c06927e5775d409c7f4cf93e4a3a344f4c1553,2023-10-24T14:04:24+00:00
877479299,sd,360p,video/mp4,640,360,360p,30,90868906,86.66MB,https://player.vimeo.com/progressive_redirect/playback/877479299/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=8581d84349053753d33eb10c50f4948e631c530bcab0d02c7766b98a52c4d6e1,2023-10-24T14:04:17+00:00
877479299,hd,720p,video/mp4,1280,720,720p,30,255995080,244.14MB,https://player.vimeo.com/progressive_redirect/playback/877479299/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=5aaa00bb3272dd97a8070246ce474c9947c7254da773337ee9da97e07a00c219,2023-10-24T14:04:31+00:00
877479299,hls,adaptive,video/mp4,,,240p,30,49576885,47.28MB,https://player.vimeo.com/external/877479299.m3u8?s=36e9d33fbbba02e4f9ca23dffabfe01bf4f4ad56&oauth2_token_id=1643955558,2023-10-24T14:04:18+00:00
877865005,sd,540p,video/mp4,960,540,540p,30,934599661,891.3MB,https://player.vimeo.com/progressive_redirect/playback/877865005/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=7bd48a97c1019c1f7c2b911c05729baa980a1d26bc0ba706382609e0cd062282,2023-10-25T13:13:04+00:00
877865005,sd,240p,video/mp4,426,240,240p,30,191630195,182.75MB,https://player.vimeo.com/progressive_redirect/playback/877865005/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=5cd9bb1b145ec98995957628f48609738220098972a2fb575d57985f6b4bf652,2023-10-25T13:12:42+00:00
877865005,hd,720p,video/mp4,1280,720,720p,30,1459214245,1.36GB,https://player.vimeo.com/progressive_redirect/playback/877865005/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=192cee6b02801ee50c8116084c3a8c3939e2bd66b38c1175e6e0c9fe60cf3c8b,2023-10-25T13:13:09+00:00
877865005,hd,1080p,video/mp4,1920,1080,1080p,30,2759715578,2.57GB,https://player.vimeo.com/progressive_redirect/playback/877865005/rendition/1080p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=4f6b570dae0acad5516c4f9182beafa4b080f648626feddb3312618e7a25163d,2023-10-25T13:13:10+00:00
877865005,sd,360p,video/mp4,640,360,360p,30,336693611,321.1MB,https://player.vimeo.com/progressive_redirect/playback/877865005/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=37e01f97df419fcad1678b4b560ca3d4fd1a9c67ff4aa2778b961bcd3e0e69a5,2023-10-25T13:12:41+00:00
877865005,hls,adaptive,video/mp4,,,540p,30,934599661,891.3MB,https://player.vimeo.com/external/877865005.m3u8?s=fa7115ef7cdabdee87db22cb476ecae690e4ad90&oauth2_token_id=1643955558,2023-10-25T13:13:04+00:00
877893562,sd,540p,video/mp4,960,540,540p,30,958320756,913.93MB,https://player.vimeo.com/progressive_redirect/playback/877893562/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=0611435b393d21cc18eb6e9fca4e9406ae0563e9e241bd694033f1e4161f7b41,2023-10-25T15:14:53+00:00
877893562,hd,720p,video/mp4,1280,720,720p,30,1496302837,1.39GB,https://player.vimeo.com/progressive_redirect/playback/877893562/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=5b3afcd3004281cadefd272a2fc24c4c3f4738128865a2ce2aba7513ce76edbc,2023-10-25T15:14:54+00:00
877893562,sd,360p,video/mp4,640,360,360p,30,345175780,329.19MB,https://player.vimeo.com/progressive_redirect/playback/877893562/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=9f046518c56c1fed139e2adc67afda9f84031aa501e1a6537c5bf2ed2b9790da,2023-10-25T15:14:38+00:00
877893562,sd,240p,video/mp4,426,240,240p,30,196398611,187.3MB,https://player.vimeo.com/progressive_redirect/playback/877893562/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=5dd9f6f4282dfa9fa89f41f35ffeb4fd913d3ace16f65c458a7f012b83ae1495,2023-10-25T15:14:33+00:00
877893562,hls,adaptive,video/mp4,,,540p,30,958320756,913.93MB,https://player.vimeo.com/external/877893562.m3u8?s=61702d40018e71c17b423c18b3e34727a38efd0e&oauth2_token_id=1643955558,2023-10-25T15:14:53+00:00
878272197,hd,720p,video/mp4,1280,720,720p,30,47906303,45.69MB,https://player.vimeo.com/progressive_redirect/playback/878272197/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=1f93f9e30067eb1b15c91ed53ecb7d0d4327c3b543053f762d622cfcc90b7c3b,2023-10-26T13:20:04+00:00
878272197,sd,360p,video/mp4,640,360,360p,30,30505671,29.09MB,https://player.vimeo.com/progressive_redirect/playback/878272197/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=1f0186d6fcaca16df6fbfbb01a85a4dd4b2d58fd27cbafaeed26c365391f99d9,2023-10-26T13:20:11+00:00
878272197,sd,540p,video/mp4,960,540,540p,30,39428776,37.6MB,https://player.vimeo.com/progressive_redirect/playback/878272197/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=02ef82a0471d14b8daa06f7b3e11ad7ce6e3e49eecc8659b9f253d51ba824c5d,2023-10-26T13:20:08+00:00
878272197,hd,1080p,video/mp4,1920,1080,1080p,30,69939074,66.7MB,https://player.vimeo.com/progressive_redirect/playback/878272197/rendition/1080p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=e8a35ac2c0d2df924e7050b70cafe4bd62827f014a16c5a6feba79ab5651b11e,2023-10-26T13:20:28+00:00
878272197,sd,240p,video/mp4,426,240,240p,30,25115858,23.95MB,https://player.vimeo.com/progressive_redirect/playback/878272197/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=71a9fea8fd58f281150c655cf5ddfdac6990d69dcad23c9d106b2bb7b17d2491,2023-10-26T13:19:05+00:00
878272197,source,source,video/mp4,1920,1080,source,29.99967141003423,174496148,166.41MB,https://player.vimeo.com/progressive_redirect/playback/878272197/rendition/source/file.mp4?loc=external&oauth2_token_id=1643955558&signature=f160d10be9eb074797aeb08742cff4686a6ff5a37edad14039bef768cc8e92d5,2023-10-26T13:17:56+00:00
878272197,hls,adaptive,video/mp4,,,720p,30,47906303,45.69MB,https://player.vimeo.com/external/878272197.m3u8?s=b3ac5a316fb45290e8a44c4e3602fa7a36db1630&oauth2_token_id=1643955558,2023-10-26T13:20:04+00:00
879281737,hd,720p,video/mp4,1280,720,720p,30,996664781,950.49MB,https://player.vimeo.com/progressive_redirect/playback/879281737/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=d283a9968d329d8eb58f7d1d253a501392494c5c85dbe56ef4d97876c3a79f1a,2023-10-30T05:26:42+00:00
879281737,sd,240p,video/mp4,426,240,240p,30,310337972,295.96MB,https://player.vimeo.com/progressive_redirect/playback/879281737/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=58a26f51a659aa68ab451ce324b9ce7305a2bc9cb6fa9278758f11ee55eda437,2023-10-30T05:29:02+00:00
879281737,sd,540p,video/mp4,960,540,540p,30,660742929,630.13MB,https://player.vimeo.com/progressive_redirect/playback/879281737/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=9aab202c279fb93a86fb57341eceaf1d318ad0bf6c511165af4abbbf74d12683,2023-10-30T05:26:43+00:00
879281737,sd,360p,video/mp4,640,360,360p,30,429417159,409.52MB,https://player.vimeo.com/progressive_redirect/playback/879281737/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=f85866090ae7fd49a2dfb030da96dd76203dd0e611e7b7cca5c9a2b39d19de4a,2023-10-30T05:26:48+00:00
879281737,hls,adaptive,video/mp4,,,720p,30,996664781,950.49MB,https://player.vimeo.com/external/879281737.m3u8?s=a5091b09cc7cc2f485c42e67110fa4e270dd88dc&oauth2_token_id=1643955558,2023-10-30T05:26:42+00:00
879114624,sd,240p,video/mp4,426,240,240p,30,159695534,152.3MB,https://player.vimeo.com/progressive_redirect/playback/879114624/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=1f08d9ec2b614b5919d31c854e2a1f078275e60266fdd10a46c78a062f74c37a,2023-10-29T13:01:21+00:00
879114624,sd,540p,video/mp4,960,540,540p,30,778893252,742.81MB,https://player.vimeo.com/progressive_redirect/playback/879114624/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=bcbb3e46de5f9de7c28268bd99b6a70aa3fe5bbcc91232c4aaf0a7665940a646,2023-10-29T13:01:35+00:00
879114624,hd,1080p,video/mp4,1920,1080,1080p,30,2294680118,2.14GB,https://player.vimeo.com/progressive_redirect/playback/879114624/rendition/1080p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=6bbaa358195bfe9825c547a1b51f53ddd7763ede93c98a21966dd8039a149862,2023-10-29T13:01:56+00:00
879114624,hd,720p,video/mp4,1280,720,720p,30,1217079149,1.13GB,https://player.vimeo.com/progressive_redirect/playback/879114624/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=439349a39471e5d2dbe24270ca8bd3ebc9605b00c7e3c340bb1ebfcb1f357d79,2023-10-29T13:01:44+00:00
879114624,sd,360p,video/mp4,640,360,360p,30,280650295,267.65MB,https://player.vimeo.com/progressive_redirect/playback/879114624/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=6fa2b485a85949fe20fad342ed64cdac46eac3468008617d73365b5cefdc429f,2023-10-29T13:01:21+00:00
879114624,hls,adaptive,video/mp4,,,240p,30,159695534,152.3MB,https://player.vimeo.com/external/879114624.m3u8?s=1e04b2c3027ff8b793d12cab0ed11dc78776aac4&oauth2_token_id=1643955558,2023-10-29T13:01:21+00:00
879147864,hd,720p,video/mp4,1280,720,720p,30,45553501,43.44MB,https://player.vimeo.com/progressive_redirect/playback/879147864/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=ce039267bf0caf0e49107ea6b148b09ed033abfe5cfc3e69582d0be53cefa36a,2023-10-29T15:28:27+00:00
879147864,sd,360p,video/mp4,640,360,360p,30,28185814,26.88MB,https://player.vimeo.com/progressive_redirect/playback/879147864/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=8200a571f233afe2f1c1154dc5d7fe7b259ce7bc7ff21982c18de959d166d80b,2023-10-29T15:27:42+00:00
879147864,sd,540p,video/mp4,960,540,540p,30,37407637,35.67MB,https://player.vimeo.com/progressive_redirect/playback/879147864/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=20e8ec688379cec6a86107f45190ec31eae9d4727f0df4d0886fba2f7feb75f7,2023-10-29T15:29:26+00:00
879147864,sd,240p,video/mp4,426,240,240p,30,23024954,21.96MB,https://player.vimeo.com/progressive_redirect/playback/879147864/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=7a2a24f755522ec835ffd0a179b672773e7b352393f281064f266fe529aa45a3,2023-10-29T15:27:37+00:00
879147864,hls,adaptive,video/mp4,,,720p,30,45553501,43.44MB,https://player.vimeo.com/external/879147864.m3u8?s=573afd314fc2af61b786171ac9e569b23fe14010&oauth2_token_id=1643955558,2023-10-29T15:28:27+00:00
879153088,sd,360p,video/mp4,640,360,360p,30,292981976,279.41MB,https://player.vimeo.com/progressive_redirect/playback/879153088/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=9041224d4f77c6e6f23b59299319f3a7643e51a8b71308e37474ba0026b424c6,2023-10-29T16:42:32+00:00
879153088,sd,540p,video/mp4,960,540,540p,30,458995244,437.73MB,https://player.vimeo.com/progressive_redirect/playback/879153088/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=37ec8fd94f703318b92d14b91696a05089a281e3f68711c929691337f7f6fa50,2023-10-29T16:38:32+00:00
879153088,sd,240p,video/mp4,426,240,240p,30,203951462,194.5MB,https://player.vimeo.com/progressive_redirect/playback/879153088/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=bf4c818a3c903623029ac58c5555fc2f8b8c3d87a358cfee8b04391ec69a8ebf,2023-10-29T16:38:19+00:00
879153088,hd,720p,video/mp4,1280,720,720p,30,706659790,673.92MB,https://player.vimeo.com/progressive_redirect/playback/879153088/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=67ee42566db32e6badffd93893cac00e430796ba3b762273e3b34d71901886c8,2023-10-29T16:40:16+00:00
879153088,hls,adaptive,video/mp4,,,360p,30,292981976,279.41MB,https://player.vimeo.com/external/879153088.m3u8?s=b961891e28f629f44fa88be7063a9b091b24db39&oauth2_token_id=1643955558,2023-10-29T16:42:32+00:00
879749548,sd,540p,video/mp4,960,540,540p,30,218602162,208.48MB,https://player.vimeo.com/progressive_redirect/playback/879749548/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=b18f330595f69df78dbe3c4a84e05094199f0661d68ed4719abbcdcb5658722c,2023-10-31T12:38:52+00:00
879749548,sd,240p,video/mp4,426,240,240p,30,56666104,54.04MB,https://player.vimeo.com/progressive_redirect/playback/879749548/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=3296ec4859d5d3d1282633bd4e7ca57bd04270631f4ac5b02b38f22650f6fc2a,2023-10-31T12:38:48+00:00
879749548,hd,720p,video/mp4,1280,720,720p,30,289045541,275.66MB,https://player.vimeo.com/progressive_redirect/playback/879749548/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=ca99b5780a77cbf7751c5b8366f8cfdda6a2bf70672247188ccbe7c3e3493539,2023-10-31T12:38:53+00:00
879749548,sd,360p,video/mp4,640,360,360p,30,104660624,99.81MB,https://player.vimeo.com/progressive_redirect/playback/879749548/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=5028d8b7405b515aac9dd5c46873e49d510a00ffe739b366a310458272a9eda8,2023-10-31T12:38:52+00:00
879749548,hls,adaptive,video/mp4,,,540p,30,218602162,208.48MB,https://player.vimeo.com/external/879749548.m3u8?s=27616dce45f26a5fb374d380e7f1a06b0b5afc5a&oauth2_token_id=1643955558,2023-10-31T12:38:52+00:00
880154016,sd,540p,video/mp4,960,540,540p,30,1198070298,1.12GB,https://player.vimeo.com/progressive_redirect/playback/880154016/rendition/540p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=1a7217ac4a53855a76f6ed3a7b84e72136e052721f306a92c02568230eaa2631,2023-11-01T15:34:17+00:00
880154016,hd,720p,video/mp4,1280,720,720p,30,1873579838,1.74GB,https://player.vimeo.com/progressive_redirect/playback/880154016/rendition/720p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=aa6cf51ce14915f0aede057ba8ee260f8d418aea9d18fcfeeb8e3c98633dc9b8,2023-11-01T15:34:15+00:00
880154016,sd,240p,video/mp4,426,240,240p,30,245708104,234.33MB,https://player.vimeo.com/progressive_redirect/playback/880154016/rendition/240p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=8ba463585426e09392a1863653dd0190a540936ca80247893dd26e3deaac7074,2023-11-01T15:33:38+00:00
880154016,sd,360p,video/mp4,640,360,360p,30,431744456,411.74MB,https://player.vimeo.com/progressive_redirect/playback/880154016/rendition/360p/file.mp4?loc=external&oauth2_token_id=1643955558&signature=022ec6ff3b880f43e5941c0fa48999e715ca27c772b1d3d0ba326a3124673ef7,2023-11-01T15:33:41+00:00
880154016,hls,adaptive,video/mp4,,,540p,30,1198070298,1.12GB,https://player.vimeo.com/external/880154016.m3u8?s=99bf3dcee0aaa31a4a0b0279f4e051fce28c8b5d&oauth2_token_id=1643955558,2023-11-01T15:34:17+00:00
